260065;RS12PYP;CHAMPION;RS12PYP CHAMPION EXPLORER RANGER;0.000;0.00;6;26
260066;RS14PLP;CHAMPION;7318 CHAMPION TOYOTA/VW;0.000;0.00;4;26
270004;BP5EFS;NGK;BP5EFS BUJIAS NGK = S12;0.000;3.20;10;
270008;BP6EFS;NGK;BP6EFS BUJIAS NGK= S9Y;0.000;3.20;10;
270009;BP6ES;NGK;BP6ES BUJIAS NGK = N9YC;0.000;2.50;10;
270011;BP6HS;NGK;BP6HS BUJIAS NGK = L87C;0.000;3.20;10;
270013;BCPR5EY;NGK;BCPR5EY BUJIAS NGK CLIO;0.000;4.10;10;
270014;BCPR6ES;NGK;BCPR6ES BUJIAS NGK MF/MX;0.000;3.60;10;
270015;BPR4FS;NGK;BPR4FS BUJIAS NGK = RBL15YC;0.000;4.10;10;
270017;BPR5EY;NGK;BPR5EY BUJIAS NGK;0.000;3.70;10;
270018;BPR5EY11;NGK;BPR5EY11 BUJIAS NGK;0.000;4.00;10;
270020;BPR6EY11;NGK;BPR6EY11 BUJIAS NGK;0.000;3.60;10;
270022;ZFR5F11;NGK;ZFR5F11 BUJIAS NGK;0.000;7.40;10;
270023;TR6B10;NGK;TR6B10 BUJIAS NGK FORD;0.000;8.10;10;
270025;BKR5E;NGK;BKR5E BUJIAS NGK RC12YC;0.000;4.60;10;
270026;BKR5E11;NGK;BKR5E11 BUJIAS NGK;0.000;4.50;10;
270027;BKR5EYA11;NGK;BKR5EYA11 BUJIAS NGK;0.000;4.00;10;
270028;BKR6E;NGK;BKR6E BUJIAS NGK;0.000;4.70;10;
270029;BKR6E11;NGK;BKR6E11 BUJIAS NGK;0.000;4.70;10;
270030;BKR6EYA;NGK;BKR6EYA BUJIAS NGK;0.000;0.00;10;
270031;BKR5EKC;NGK;BKR5EKC BUJIAS NGK;0.000;11.00;10;
270033;BKR6EKC;NGK;BKR6EKC BUJIAS NGK;0.000;11.00;10;
271035;SCG76;NGK;SCG76 CABLES NGKCHEV ASTRA;0.000;42.40;1;
271036;SCG81;NGK;SCG81 CABLES NGK CHEV BLAZER;0.000;71.70;1;
271037;SCG82;NGK;SCG82 CABLES NGK CHEV CAVALIER;0.000;31.10;1;
271038;SCG73;NGK;SCG73 CABLES NGK CHEV CORSA;0.000;43.30;1;
271039;SCG83;NGK;SCG83 CABLES NGK CHEV LUV;0.000;36.80;1;
271040;SCG62;NGK;SCG62 CABLES NGK CHEVETTE;0.000;30.20;1;
271041;SCC01;NGK;SCC01 CABLES NGK CHRYSLER;0.000;70.90;1;
271042;SCG66;NGK;SCG66 CABLES NGK CHEV CORSA;0.000;36.50;1;
271043;SCD99;NGK;SCD99 CABLES NGK DAEWOO ESPERO;0.000;47.00;1;
271044;SCD02;NGK;SCD02 CABLES NGK DAEWOO LANOS;0.000;43.30;1;
271045;SCT44;NGK;SCT44 CABLES NGK FIAT 147/UNO;0.000;33.00;1;
271046;SCT02;NGK;SCT02 CABLES NGK FIAT PALIO FI;0.000;44.80;1;
271048;SCT54;NGK;SCT54 CABLES NGK FIAT PALIO;0.000;24.70;1;
271049;SCT47;NGK;SCT47 CABLES NGK FIAT PREMIO;0.000;34.30;1;
271050;SCT60;NGK;SCT60 CABLES NGK FIAT SIENA;0.000;29.30;1;
271051;SCT08;NGK;SCT08 CABLES NGK FIAT SIENA;0.000;122.70;1;
271052;SCT61;NGK;SCT61 CABLES NGK FIAT TEMPRA;0.000;38.40;1;
271053;SCT03;NGK;SCT03 CABLES NGK FIAT TEMPRA;0.000;42.20;1;
271054;SCT46;NGK;SCT46 CABLES NGK FIAT UNO;0.000;33.60;1;
271055;SCT45;NGK;SCT45 CABLES NGK FIAT UNO;0.000;44.50;1;
271056;SCT41;NGK;SCT41 CABLES NGK FIAT UNO;0.000;37.10;1;
271057;SCF13;NGK;SCF13 CABLES NGK FORD EXPLORER;0.000;84.80;1;
271058;SCF11;NGK;SCF11 CABLES NGK FORD FIESTA;0.000;41.20;1;
271059;SCF02;NGK;SCF02 CABLES NGK FORD FIESTA;0.000;36.90;1;
271060;SCF10;NGK;SCF10 CABLES NGK FOCUS S;0.000;52.50;1;
271061;SCF12;NGK;SCF12 CABLES NGK FORD RANGER;0.000;80.80;1;
271062;SCF05;NGK;SCF05 CABLES NGK FORD SIERRA;0.000;36.30;1;
271063;SCC03;NGK;SCC03 CABLES NGK JEEP COMANC;0.000;57.80;1;
271064;SCC02;NGK;SCC02 CABLES NGK JEEP GRA;0.000;116.70;1;
271065;SCR04;NGK;SCR04 CABLES NGK RENAULT;0.000;29.10;1;
271066;SCR07;NGK;SCR07 CABLES NGK RENAULT;0.000;74.80;1;
271067;SCR08;NGK;SCR08 CABLES NGK RENAULT;0.000;48.90;1;
271068;STV12;NGK;STV12 CABLES NGK VW ESCA;0.000;22.40;1;
271069;STV01;NGK;STV01 CABLES NGK VW GOL;0.000;30.60;1;
271070;STV02;NGK;STV02 CABLES NGK VW GOL;0.000;30.60;1;
271071;STV09;NGK;STV09 CABLES NGK VW GOL;0.000;38.90;1;
271072;STV18;NGK;STV18 CABLES NGK VW GOL;0.000;52.90;1;
271073;STV28;NGK;STV28 CABLES NGK VW GOLF;0.000;65.80;1;
271074;STV20;NGK;STV20 CABLES NGK VW POLO;0.000;48.40;1;
281001;K16;DITRES;CEPILLOS KOSHIYO 16";0.000;0.00;1;28
281002;K18;DITRES;CEPILLOS KOSHIYO 18";0.000;0.00;1;28
281003;K20;DITRES;CEPILLOS KOSHIYO 20";0.000;1826.00;1;28
281004;K22;DITRES;CEPILLOS KOSHIYO 22";0.000;0.00;1;28
282008;B19;DITRES;CEPILLO BOSCH 19" INDIVIDUAL;0.000;0.00;1;28
290001;AC736B;DITRES;AC736B CINTA DE AMARRE 3.7MM-202MM;0.000;50.30;100;29
290002;AC736N;DITRES;AC736N CINTA DE AMARRE 3.7MM-202MM;0.000;0.00;100;29
290003;AC1036B;DITRES;AC1036B CINTA DE AMARRE 3.7MM-284MM;0.000;0.00;100;29
290004;AC1036N;DITRES;AC1036N CINTA DE AMARRE 3.7MM-284MM;0.000;80.00;100;29
290005;AC1880B;DITRES;AC1880B CINTA DE AMARRE 8,0MM-450MM;0.000;0.00;100;29
290006;AC1880N;DITRES;AC1880N CINTA DE AMARRE 8,0MM-450MM;0.000;0.00;100;29
300001;;TUF;TF7245 CORREA AUTOMOTRIZ;-13.000;739.32;1;30
300002;;TUF;TF7255 CORREA AUTOMOTRIZ;-33.000;787.02;1;30
300003;;TUF;TF7625 CORREA AUTOMOTRIZ;-5.000;1979.49;1;30
300004;;TUF;TF7630 CORREA AUTOMOTRIZ;-14.000;1991.41;1;30
300005;;TUF;TF8220 CORREA AUTOMOTRIZ;-14.000;739.32;1;30
300006;;TUF;TF8620 CORREA AUTOMOTRIZ;0.000;1967.57;1;30
300007;;TUF;TF8615 CORREA AUTOMOTRIZ;-2.000;1955.64;1;30
300008;;TUF;TF8580 CORREA AUTOMOTRIZ;-8.000;1848.32;1;30
300009;;TUF;TF8540 CORREA AUTOMOTRIZ;-27.000;1729.07;1;30
300010;;TUF;TF8525 CORREA AUTOMOTRIZ;-6.000;1681.37;1;30
300011;;TUF;TF8520 CORREA AUTOMOTRIZ;-6.000;1669.45;1;30
300012;;TUF;TF8515 CORREA AUTOMOTRIZ;0.000;1657.53;1;30
300013;;TUF;TF6458 6458HEAVY DUTY;0.000;0.00;1;30
300014;;TUF;TF8310 CORREA AUTOMOTRIZ;0.000;0.00;1;30
300015;;TUF;TF8285 CORREA AUTOMOTRIZ;-1.000;942.05;1;30
300016;;TUF;TF7215 FIAT UNO MOD. 4L  1.5, DA;0.000;0.00;1;30
300017;;TUF;TF7220 FIAT 138 RITMO 85 CL AUT.;0.000;691.63;1;30
300018;;TUF;TF7225 FIAT 146 REGATA 85;-19.000;691.63;1;30
300019;;TUF;TF7230 FIAT UNO CS  MOD. 4L  1.5;0.000;0.00;1;30
300020;;TUF;TF7235 FIAT UNO (CLUB, PIU, YOUN;-38.000;715.48;1;30
300021;;TUF;TF7240 FIAT UNO (CLUB, PIU, YOUN;0.000;0.00;1;30
300022;;TUF;TF7250 RENAULT R 4L,VOLKSWAGEN G;0.000;0.00;1;30
300023;;TUF;TF7260 RENAULT R5  GTL CHISPA MO;-30.000;798.95;1;30
300024;;TUF;TF7265 RENAULT R5( GTL CHISPA, T;0.000;810.88;1;30
300025;;TUF;TF8270 CORREA AUTOMOTRIZ;0.000;894.35;1;30
300026;;TUF;TF7270 RENAULT (R4 Y R5  ) ALT.;0.000;0.00;1;30
300027;;TUF;TF7275 FIAT TEMPRA 4L 1.8;0.000;0.00;1;30
300028;;TUF;TF7280 RENAUL R16 SERIE T MOD 4L;-27.000;930.13;1;30
300029;;TUF;TF7290 VOLKSWAGEN GOLF JETTA MOD;-9.000;953.97;1;30
300030;;TUF;TF7295 RENAULT R18/FUEGO GTX-RAN;-16.000;1061.30;1;30
300031;;TUF;TF7300 FIAT(138 RITMO TC Y S) SI;0.000;0.00;1;30
300032;;TUF;TF7305 SUZUKI LJ VENTILADOR;0.000;0.00;1;30
300033;;TUF;TF7310 HONDA CIVIC , FIAT 149 RE;0.000;0.00;1;30
300034;;TUF;TF8260 CORREA AUTOMOTRIZ;-3.000;870.50;1;30
300035;;TUF;TF7315 FIAT (RITMO,REGATA,UNO RA;0.000;0.00;1;30
300036;;TUF;TF7320 (RENAULT R16,FIAT MIRAFIO;0.000;0.00;1;30
300037;;TUF;TF7325 RENAULT R12, MUSTANG, FAI;-1.000;1061.30;1;30
300038;;TUF;TF7330 MINICORD, FIAT 128 Y 131;0.000;1085.48;1;30
300039;;TUF;TF7335 (RENAULT R16, FIAT 131COR;0.000;0.00;1;30
300040;;TUF;TF7340 FIAT REGATA , (FIAT RITMO;0.000;0.00;1;30
300041;;TUF;TF7345 FORD FESTIVA SINCRONICO /;0.000;1120.92;1;30
300042;;TUF;TF7350 CHEVROLET ( JUNIOR SL CHE;0.000;0.00;1;30
300043;;TUF;TF7355 (DODGE ASPEN 79-78 D/H ,;0.000;1156.69;1;30
300044;;TUF;TF7360 HORNET COUPE, VOLKSWAGEN(;0.000;0.00;1;30
300045;;TUF;TF7365 SERIE MERCEDES BENZ,DODGE;0.000;1181.33;1;30
300046;;TUF;TF7370 NIVA 1600 ALT Y B/A, SERI;0.000;0.00;1;30
300047;;TUF;TF7375 (PLYMOUTH,DODGE CORONET);0.000;0.00;1;30
300048;;TUF;TF7380 DODGE(SPORT,DART,CORONET);0.000;0.00;1;30
300049;;TUF;TF7385 JEEP CJ10 PICK-UP , FIAT;0.000;0.00;1;30
300050;;TUF;TF7390 RENAULT FUEGO, VOLKWAGEN;0.000;0.00;1;30
300051;;TUF;TF7395 RENAULT R18 Y R21, FIAT S;0.000;0.00;1;30
300052;;TUF;TF7400 FIAT TIPO , (JEEP YJ, LAN;0.000;0.00;1;30
300053;;TUF;TF7405 FIAT TIPO , (JEEP YJ, LAN;0.000;0.00;1;30
300054;;TUF;TF7410 JEEP WRANGLER / MUSTANG D;0.000;0.00;1;30
300055;;TUF;TF8250 CORREA AUTOMOTRIZ;0.000;0.00;1;30
300056;;TUF;TF7415 FORD CAMIONETA PICK-UP F1;0.000;1335.56;1;30
300057;;TUF;TF8255 CORREA AUTOMOTRIZ;-5.000;858.57;1;30
300058;;TUF;TF7420 MUSTANG COUPE DEPORTIVO G;0.000;1347.49;1;30
300059;;TUF;TF7425 (CHRYSLER NEW YORKER 1972;0.000;0.00;1;30
300060;;TUF;TF7430 (PEGASO,CAPRICE,GRANADA,F;0.000;0.00;1;30
300061;;TUF;TF7435 CHEVROLET MALIBU MOD. V6;0.000;0.00;1;30
300062;;TUF;TF7440 (CORONET, ASPEN 79-78), (;0.000;1419.03;1;30
300063;;TUF;TF7445 BISCAINE,CAMARO,MONTECARL;0.000;0.00;1;30
300064;;TUF;TF7450 NEW YORKER,IMPALA,FIAT 14;0.000;0.00;1;30
300065;;TUF;TF7455 (RENAULT GTL,R12,BUICK,CA;0.000;1454.80;1;30
300066;;TUF;TF7460 (RENAULT GTL,R12,BUICK,CA;0.000;0.00;1;30
300067;;TUF;TF7465 CHEVROLET  CAPRICE Y  MON;0.000;1503.20;1;30
300068;;TUF;TF7470 RENAULT R12,DODGE DART,CO;0.000;0.00;1;30
300069;;TUF;TF7475 DODGE NE‡N (99-95);0.000;0.00;1;30
300070;;TUF;TF7480 (RENAULT R12, RANGE ROVER;-41.000;1538.74;1;30
300071;;TUF;TF7485 (RENAULT R12, RANGE ROVER;0.000;0.00;1;30
300072;;TUF;TF7490 CHEVROLET CHEVY Y C20, MO;0.000;0.00;1;30
300073;;TUF;TF7495 CHEVROLET CHEVY Y C20, MO;0.000;0.00;1;30
300074;;TUF;TF7500 CHRYSLER NEW YORKER Y CAD;0.000;1597.90;1;30
300075;;TUF;TF7505 CHRYSLER NEW YORKER 1972;0.000;1610.98;1;30
300076;;TUF;TF7510 CHEVROLET PICK-UP C10;0.000;0.00;1;30
300077;;TUF;TF8245 CORREA AUTOMOTRIZ;-17.000;834.72;1;30
300078;;TUF;TF7515 RENAULT (R5 Y R18 ), CHEV;0.000;0.00;1;30
300079;;TUF;TF7520 RENAULT (R5 Y R18 ), CHEV;0.000;1657.53;1;30
300080;;TUF;TF7525 FORD CAMIONES , PICK-UP B;0.000;0.00;1;30
300081;;TUF;TF7530 (JEEP CJ10 PICK-UP Y DODG;0.000;0.00;1;30
300082;;TUF;TF7535 CHEVROLET MONTECARLO MOD.;0.000;0.00;1;30
300083;;TUF;TF7540 PEGASO CAMIONES Y DODGE C;0.000;0.00;1;30
300084;;TUF;TF7545 DODGE INTREPID  6V 3.5;0.000;0.00;1;30
300085;;TUF;TF7550 CHEVROLET IMPALA Y CAPRIC;-9.000;1752.92;1;30
300086;;TUF;TF7555 CAPRICE CLASSIC MALIBU;-10.000;1776.77;1;30
300087;;TUF;TF7560 AM CHE. FD. MERC. JEEP;0.000;0.00;1;30
300088;;TUF;TF7565 FIAT CAMIONES 320 3;0.000;0.00;1;30
300089;;TUF;TF7570 DODGE DART , DODGE CORONE;0.000;0.00;1;30
300090;;TUF;TF7575 DODGE ASPEN 79-78 ALT. /;-4.000;1824.47;1;30
300091;;TUF;TF7580 CHRYSLER NEW YORKER 1972;-2.000;1860.24;1;30
300092;;TUF;TF7585 C30, C31,  6L 292;-7.000;1872.16;1;30
300093;;TUF;TF7590 CHRYSLER NEW YORKER;0.000;0.00;1;30
300094;;TUF;TF7595 (DODGE DART GT ESPECIAL);-4.000;1896.02;1;30
300095;;TUF;TF7605 JEEP  WRANGLER MOD. 81 A;0.000;1919.86;1;30
300096;;TUF;TF7610 BUICK, FORD, MERCURY;-2.000;1931.79;1;30
300097;;TUF;TF7620 BUICK, CADILLAC Y CHEVY;0.000;0.00;1;30
300098;;TUF;TF7635 BUICK, CADILLAC , CHEVY Y;0.000;2015.27;1;30
300099;;TUF;TF7640 FAIRLANE 500;-13.000;2027.19;1;30
300100;;TUF;TF7650 C70 V8   360;-13.000;2051.03;1;30
300101;;TUF;TF7661 MACK RD 686 P RD 686 S  6;-14.000;2098.73;1;30
300102;;TUF;TF7665 MACK R 600 6L / DAEWOO MA;-1.000;2110.66;1;30
300103;;TUF;TF7670 MACK R611 SX 6L;-14.000;2122.59;1;30
300104;;TUF;TF8216 FIAT RITMO, REGATA, PREMI;0.000;0.00;1;30
300105;;TUF;TF8227 FIAT  PREMIO S , UNO CS Y;-4.000;751.26;1;30
300106;;TUF;TF8237 FIAT  FIORINO, PREMIO, UN;-11.000;798.99;1;30
300107;;TUF;TF8239 FIAT UNO HEAVY DUTY;-9.000;810.88;1;30
300108;;TUF;TF8265 FIAT 147 CL  4L  130 SINC;0.000;0.00;1;30
300109;;TUF;TF8278 FIAT 149 PREMIO  4L 1500;0.000;918.58;1;30
300110;;TUF;TF8292 RENAULT R 18  GTS   GTX -;-2.000;953.97;1;30
300111;;TUF;TF8298 FORD SCORT 160 LS (REGULA;-2.000;977.70;1;30
300112;;TUF;TF8300 RENAULT R21 2.2L;0.000;0.00;1;30
300113;;TUF;TF8305 FIAT 149 REGATA, 855 AUT;0.000;1002.63;1;30
300114;;TUF;TF8315 FIAT 138 RITMO 2000 4L 20;-13.000;1037.44;1;30
300115;;TUF;TF8320 FIAT 149 REGATTA 4L 2000C;0.000;0.00;1;30
300116;;TUF;TF8325 APLICACI‡N POR MEDIDA;0.000;0.00;1;30
300117;;TUF;TF8330 FIAT 131 BRAVA  4L 2000 C;0.000;0.00;1;30
300118;;TUF;TF8335 FIAT 131 CORSA 95 4L 2000;-1.000;1097.28;1;30
300119;;TUF;TF8341 OPEL KADETT,CARIBE 442, F;0.000;0.00;1;30
300120;;TUF;TF8345 CHEVROLET MONZA AUTOMµTIC;-41.000;1120.92;1;30
300121;;TUF;TF8350 CHEVROLET CHEVETTE JUNIOR;0.000;688.46;1;30
300122;;TUF;TF8360 FIAT REGATA Y RITMO ,SINC;0.000;0.00;1;30
300123;;TUF;TF8365 CHEVROLET MONZA SL S/L;0.000;0.00;1;30
300124;;TUF;TF8370 CHEVROLET MALIBU V8 350;0.000;0.00;1;30
300125;;TUF;TF8375 (CHEVROLET CAPRICE,MALIBU;0.000;0.00;1;30
300126;;TUF;TF8380 (LE BARON - DODGE SPIRIT;0.000;0.00;1;30
300127;;TUF;TF8385 (JEEP CJ5 Y CJ7,IMPALA,FA;-13.000;1240.16;1;30
300128;;TUF;TF8390 NISSAN SENTRA;0.000;0.00;1;30
300129;;TUF;TF8395 IMPALA, PICK UP SILVERADO;0.000;1287.87;1;30
300130;;TUF;TF8400 SIERRA SAPHIRE 300 ES, CS;0.000;1299.79;1;30
300131;;TUF;TF8405 (CONQUISTADOR,FAIRLANE 50;0.000;1311.71;1;30
300132;;TUF;TF8410 SIERRA 300(SAPHIRE CSI,ES;0.000;0.00;1;30
300133;;TUF;TF8415 FIAT 138 RITMO 105 TC SIN;0.000;0.00;1;30
300134;;TUF;TF8420 FORD (AUTOBUSETE ECOLINE;-2.000;1347.49;1;30
300135;;TUF;TF8425 CHRYSLER NEW YORYER V8 44;-5.000;1359.41;1;30
300136;;TUF;TF8430 FIAT(CL,GLS,SPAZIO,TUCAN);-61.000;1383.26;1;30
300137;;TUF;TF8435 BUS CABINA CAMION B600 F6;-11.000;1407.11;1;30
300138;;TUF;TF8440 FORD CAMIONETA PICK UP F1;0.000;0.00;1;30
300139;;TUF;TF8445 TOYOTA FZJ 70 Y 80 BURBUJ;0.000;1430.96;1;30
300140;;TUF;TF8448 (CHEVROLET MALIBU,MONTECA;-5.000;1442.88;1;30
300141;;TUF;TF8451 (RANGE ROVER, FAIRLANE),(;-90.000;1454.68;1;30
300142;;TUF;TF8453 (CAPRICE-FORD CAMIONES B/;-80.000;1466.74;1;30
