0;000014;J307620900;FERREMAT SAN AGUSTIN,C.A;0243-2710073;Sin Correo;VIA COROPO SECTOR STA RITA MARCAY EDO. ARAGUA;;;F;25
0;000015;J294957870;LUBRILUCK C.A.;0247-3426241;Sin Correo;C/STA.ISABEL C/C SARAVIA Nß9 SAN FERNANDO EDO.APURE;SAN FERNANDO;;F;18
1;000016;J295770944;CENTRO DE LUBRICACION CHIRGUA C.A.;0249-7875135;l-escobar@hotmail.com;C/DINAMARCA LOCAL N.11 CHIRGUA EDO. CARABOBO;CHIRGUA;;F;8
0;000017;J400573424;MANUEL DEL VALLE, C.A.;0244-5110520;Sin Correo;URB LAS PALMERAS CALLE NRO 2 VIA LA JULIA EDO ARAGUA;TURMERO;;F;25
1;000018;V058285923;FIDELIA SALCEDO(LUB Y PARTES ELEC SAL;0414-0344408;Sin Correo;AV.MIRANDA FTE AL LECHERITO TINAQUILLO;TINAQUILLO;;F;41
1;000019;J310133794;AUTO Y ACCESORIOS LAS NUEVAS DELICIAS, C.A;0249-7930328;transportejgab@gmail.com;CALLE HERES LOCAL Nº1 SECTOR PUEBLO NUEVO BELLORIN LA MOCHA;BEJUMA;;T;8
0;000020;J315444518;COOPERATIVA LUBRICANTES QUEP R.L.;04140534470/2711646;Sin Correo;AV PPAL COROPO Nß63 LA MORITA II, MARACAY;MARACAY;0003;F;30
1;000021;J314040421;REPUESTOS MIRANDA 2005,C.A;0212-3211010;Sin Correo;C/PANAMERICANA KM23,SEC.LOS CERRITOS C.C.RIPE LOCAL3-A;CORRALITO;2000;T;7
0;000022;V14839112;CARLOS COLGATE;0414-2748695;Sin Correo;MARACAY SAN ISIDRO RED. MONPOTE PISO 1;MARACAY;;F;21
0;000023;J295875797;HIDRO CARS, C.A.;0414-0538353;Sin Correo;AV.PPAL.COOPERATIVA LOCAL 105 MARACAY EDO.ARAGUA;MARACAY;0001;F;29
1;000024;J400029139;LUBRICANTES A.J. TURBO, C.A.;0;Sin Correo;C/PANAMERICANA KM27 AL LADO DE GOMAS CAR SECT. LOS ALPES;LOS ALPES;2000;F;7
0;000025;V071688778;HURTADO TARAZONA, NERIO SIMON;0414-3446390;Sin Correo;C/1 EDIF.01 PISO PB APT.00-06 LAS MERCEDER SEC.1 LA VICTORIA;LA VICTORIA;;F;21
0;000026;V3281301;MIRIAN ACOSTA;0;Sin Correo;TURMERO C/VILLA CASTIN N.31-1 EDO. ARAGUA;TURMERO;;F;21
0;000027;V7228000;JHONNY BECERRA;0243-2695741;Sin Correo;URB.VILLA PARAISO CUARTA TRANVERSAL N.37 SAN JUAQUIN DE TURM;;;F;21
0;000028;V7227054;RAMON APONTE;0;Sin Correo;C/CAMPO ELIAS CASA N.6 CASA ROSADA TURMERO EDO. ARAGUA;TURMERO;;F;21
0;000029;J29706;AUTO REPUESTOS Y ACCESORIOS PLATINIUM, C;0241-8685041;Sin Correo;C/EL CEMENTERIO C/C GIRARDOT N.197-10 NAGUANAGUA;VALENCIA;;F;9
0;000030;J306365427;OLEO,C.A;0242-3723649;Sin Correo;AV.PPAL DE MORON DIAGONAL AL BANCO FONDO COMUN;MORON;;F;24
0;000031;V9687775;JULIO ORTIZ;0414-3444223;Sin Correo;MARACAY EDO. ARAGUA;MARACAY;;F;21
0;000032;J000545790;UNION VIDRIERA C.A;0244-4471920;Sin Correo;A.V pcpal. edf unvica, Zona Inds. las vegas Cagua, Aragua.21;CAGUA;;T;23
0;000033;J310372896;CH. EXPRESS,C.A;0245-5719484;Sin Correo;CTRA.NAC.LOS GUAYOS-GUACARA LOCAL Nß2-3-4 SEC.ALTAMIRA VALEN;GUACARA;;T;24
0;000034;J309238507;AUTOEXTREME,C.A;0;Sin Correo;C/LAS FLORES N.104-55-09 EDF.EL METRO SECT. CENTRO,LOCAL N.1;;;F;6
1;000035;J310160821;AGROLEON MOLINOS SAN FELIPE, C.A.;0244-3960128;Sin Correo;C. NAC. SAN MATEO LA ENCRUCIJADA SEC. LA ENCRUCIJADA G Nß41;SAN MATEO;0004;T;21
1;000036;J296371172;LUBRICAUCHOS LA GRAN PARADA, C.A.;0258-7270131;Sin Correo;CTRA NAC CASA S/N SECTOR PUEBLO NUEVO TINACO;;;F;41
0;002143;J075290127;MATERIALES LA ECONOMICA,C.A;0243-2712140;Sin Correo;CARRETERA VIEJA PALO NEGRO SECTOR RIO BLANCO;;;F;21
1;000039;J297647538;LUBRICANTES Y REPUESTOS ORIN CARS, C.A.;0;ORINCARS@GMAIL.COM;C/PLAZA ISALON Nß15-33 SEC.CENTRO EL PALOMAR TINAQUILLO;TINAQUILLO;;F;41
1;000040;J070640410;LUBRICANTES SANTANA;0412-7497037;Sin Correo;C/PAEZ N.11 A 50MTS DE LA PANADERIA BEJUMA;BEJUMA;;F;8
0;000041;V13271823;NADIA CABEZA;0414-4490126;Sin Correo;TURMERO  LA MANTUANA EDO. ARAGUA;TURMERO;;F;21
0;000042;J305258392;AGROGENESIS,C.A;02443958612;Sin Correo;CARR NAL CAGUA-SAN MATEO C.C.OLYMPUS GLP 1 TURMERO EDO ARAG;CAGUA;;T;21
0;000043;J295331215;AUTO REPUESTOS JL 2000,C.A.;02432333842;Sin Correo;Calle Colon C/C Calle 9 Local 13A, La Barraca, Maracay;LA BARRACA;0001;F;29
0;000044;J000006431;AGROISLE•A;0;Sin Correo;CARRETERE NACIONAL CAGUA;CAGUA;;F;21
0;000045;J310450900;INDUSTRIA CERERA CORONA, C.A.;0416-6438546;Sin Correo;CENTRO EMPRESARIAL MIXTO CARRETERA NACIONAL CAGUA SAN MATEO;CAGUA;;T;21
0;000046;J303377548;UNION DE CONDUCTORES GUANATUR;0244-4349938;Sin Correo;C/RIVAS C.CSAN PABLO,DIAGONAL AL BANCO VENEZUELA TURMERO;TURMERO;;F;21
0;000047;J303418040;COPLAN C.A.;0244-6639546;Sin Correo;ZONA IND.GUERE C/3 PARCELAS 18-19 VIA LA JULIA TURMERO EDO.A;TURMERO;;F;25
0;000048;J306813012;AUTO ESCAPE EL AGUILA,C.A;0242-3610341;Sin Correo;C/PLAZA C/PROLONGACION AV. SEGRESTA LOCAL N.10;;;F;9
0;000049;J312286237;MULTIMIRANDA CAR SERVICIOS,C.A;0242-3619540;Sin Correo;1ERA CALLE SEGRESTA ENTRE AV.JUAN FLORES Y C/PLAZA N.4;;;F;9
0;000051;J293597684;MULTISERVICIOS GRAN PREMIER C.A.;02435530529;Sin Correo;AV CARABOBO SUR N55 SANTA ROSA;;;F;22
0;000052;J310307199;GRANJA SANTANDER,C.A;0244-4145294;Sin Correo;SECTOR POLVORIN VIA GUAYABITA TURMERO EDO.ARAGUA;TURMERO;;T;21
0;000053;J309425226;INVERSIONES ESTABA,C.A;0414-1449115;Sin Correo;INTERCOMUNAL MARACAY, ENTRADA DE SAN JUAQUIN ESTACIONAMIENTO;MARACAY;;F;25
0;000054;J002354909;TRANSGAR ALMACEN GENERAL DE DEPOSITO,C.A;0241-8389070;Sin Correo;AV.SOUBLETTE PTO.LA GUAIRA VARGAS Nß2B ZONA PRIMARIA MUELLE;;;F;24
0;000055;J312780452;CAUCHERA LOS PEREZ - PEREZ;0414-5985553;Sin Correo;C/MIRANDA N.93 TURMERO CAUACHERA PEREZ EDO.ARAGUA;TURMERO;;F;6
0;000056;J315442159;TRANSPORTE & SERVICIOS ALFA 2021,C.A;0212-4712310;Sin Correo;URB.INDUSTRIAL LA YAGUARA,2DA TRANSVERSAL EDF.GUAICA CARACAS;CARACAS;;F;21
0;000057;V82218040;PEDRO BRAVO (AUTOLAVADO ECOWASH);0414-4384504;Sin Correo;C.C.TRIGAL SUR AUTOLAVADO ECO VALENCIA EDO.CARABOBO;VALENCIA;;F;9
0;000058;J310805482;{*}MAQUINARIAS CARONI C.A.;02432478474;Sin Correo;AV BOLIVAR OESTE N260-1 MARACAY EDO ARAGUA;MARACAY;;F;2
1;000059;J297096680;MADONNA BASIL, C.A.;0243-2357878;madonnabasil87@gmail.com;BARRIO SANTA ANA,C/INDEPENDENCIA DETRAS DEL TERMINAL N.131;MARACAY;0002;F;22
0;000060;V103375769;CARMEN F.SAAVEDRA R.(FERRETERIA MIAMI);0241-8595925;Sin Correo;C/NAVES SPINOLA,C/CFARRIAN C.CYOACA LOCAL N-2 VALENCI CARABO;VALENCIA;;F;9
0;000061;V6491023;MANUEL MERLO;0416-2379879;Sin Correo;NUEVA VILLEGUITA V/VILLEGUITA C/SUR N.32 TURMERO;TURMERO;;F;21
1;000062;J402179391;MULTISERVICIOS MARIN MORENO, C.A.;0414-5950793;MULTISERVIMARINMORENO@HOTMAIL.COM;AV.RICAURTE CASA Nº182 URB BANCO OBRERO TINAQUILLO EDO.COJED;TINAQUILLO;;F;41
1;000063;J298799790;DISTRIBUIDORA JHON TORRES 3000, C.A.;0416-1416003;Sin Correo;AV.CARABOBO C/PAEZ N.9-62 ESQUINA EL SAMAN TINAQUILLO;TINAQUILLO;;F;41
0;000064;V123641937;JUAN RIVAS(MULTISERV.LOS ABUELOS RIVAS);0245-5111753;Sin Correo;C/PPAL.LOCAL A Nß10-20 SEC.CASA DE AGUA TINAQUILLO;TINAQUILLO;;F;41
0;000065;J305847789;CEDICO C.A.;0258-7665923;Sin Correo;CARRT NACIONAL ENTRADA A LA FLORESTA, TINAQUILLO COJEDES;TINAQUILLO;;F;41
0;000066;V5031133;FERNANDO MORA;0243-2695096;Sin Correo;SAN JUAQUIN DE TURMERO C/ANIVAL PARADICE N5;TURMERO;;F;21
1;000067;J311820850;MULTISERVICIOS W.S,C.A;0242-3723552;multiservicioswsca@gmail.com;C/PANAMERICANA LINEA FERROVIARIA LOCAL N.2 MORON;MORON;;F;9
0;000068;J07527594;CAUCHERA NAGUANAGUA;02416683886;Sin Correo;AV BOLIVAR NORTE DE NAGUANAGUA, VALENCIA EDO CARABOBO;VALENCIA;;F;9
0;000069;J316501965;AUTO REPUESTOS Y EMBRAGUES GAVI,C.A;04144594466;Sin Correo;Calle Urdaneta entre Cedeno y Ricaurte L/2,Turmero Edo Ara;;;F;6
0;000071;E82046202;ARNALDO  DE FREITAS;0414-4605315;Sin Correo;EL LIMON MARACAY EDO.ARAGUA;MARACAY;;F;21
0;000072;V4247133;RAFAEL PONTE;0;Sin Correo;COSTA DEL SOL MARBELLA PISO 10 APT.3 TURMERO;TURMERO;;F;21
0;000073;E812306572;TECNICO MONSALVE;0241-8941950;Sin Correo;AV.SERVICIOS LA HONDA L/N.48 ENTRADA A LA FUND.CAP TOCUYITO;;;F;8
0;000074;J315871424;MULTISERVICIOS GUERRE-VAR 267, C.A.;0241-3176084;Sin Correo;AV.DON JULIO CENTENO SEC.MONTESINO LOC.Nß6 PARQ.COMERCIAL;SAN DIEGO;;F;24
0;000075;J306104011;AUTO REPUESTOS APONTE,C.A;0241-8782831;Sin Correo;C.C.NASSAR LOCAL 3,AV.BOLIVAR FLOR AMARILLO;;;F;20
0;000076;J305563829;TRANSPORTE E INVERSIONES R.G.,C.A.;0414-4606075;Sin Correo;C/CESAR RODRIGUEZ PALENCIA Nß71-A POR LA ENTRADA DE MAKRO;;;F;25
0;000077;V5668576;JOSE MALDONADO;0416-2469553;Sin Correo;C/SERGIO MEDINA N.25 CASA AMARILLA SAN JUAQUIN DE TURMERO;TURMERO;;F;21
0;000078;J296642290;AGRO NACIONAL CAGUA, C.A.;0244-3954979;Sin Correo;ASENTAMIENTO EL JOVO DULCE PAECELA NÐ16 TURMERO.;TURMERO;;F;3
0;000079;J315657791;ENVASES MULTIPLAST C.A;0424-3170994;Sin Correo;C/1era trans.#115-05-20 zona ind.Las vegas, cagua.Edo Aragua;CAGUA;;F;23
0;000080;J311108599;VENTRANSPORTE,C.A;0414-4608080;Sin Correo;AV.SUCRE,CENTRO EMPRESARIAL SUCRE M/07 INTERCOMUNAL;;;F;25
0;001453;J294200710;LUBSYM,C.A;0243-2618931;Sin Correo;C/EL GANADO Nß 1-12 SECTOR SURUPEY SANTA CRUZ DE ARAGUA;SANTA CRUZ;0003;F;6
0;000081;J001104143;REPUESTOS EL PARAISO LOS TEQUES,C.A;0212-3230501;Sin Correo;AV.BERMUDEZ N.47 EL CABOTAJE LOS TEQUES EDO. MIRANDA;LOS TEQUES;;F;7
0;000082;J306346570;TORNILLERIA VELOZ 77,C.A;0212-3832184;Sin Correo;C/JOSE MANUEL ALVAREZ,CARRIZAL,C.C BEL PB LOCAL1 LOS TEQUES;LOS TEQUES;;F;7
0;000084;J313366730;ASOCIACION COOPERATIVA RAIZ FRUT 4897;0416-7581454;Sin Correo;AV.YARACUY ENTRADA ESTADIUM JESUS URIBE LADO DE LA LICORERIA;;;F;5
2;000086;V17253652;JESUS HERNANDEZ;0;Sin Correo;CAGUA BELLA VISTA EDO. ARAGUA;CAGUA;;F;21
0;000087;J297521844;MULTISERVICIOS RICOL,C.A.;0424-4529670;Sin Correo;AV.ENRIQUE TEJERA Nß78-52 SECTOR EL PRADO VALENCIA EDO.CARAB;VALENCIA;;F;5
0;000088;V14131728;FAVIANA MORA;0416-5441440;Sin Correo;AV.LOS LLANOS N.60 SECTOR EL TREBOL PI•AL SUR MARACAY;MARACAY;;F;21
0;000089;V2507239;LUIS ARENAS;0414-4718302;Sin Correo;HACIENDA STA ISABEL VIA CPO CARABOBO N45, VALENCIA;VALENCIA;;F;9
0;000090;V211523162;FERNANDO GOMEZ "INV. CHEO GOMEZ FP";0414-4988983;Sin Correo;C/BARBULA ENTRE AV LOS FUNDADORES Y AV A.GARCIA CASA 12 BEJU;BEJUMA;;F;8
0;000091;J000282471;C.A. PARKO;0243-2693750;Sin Correo;CALLE ESTE N2 PARCELA 80, LA MORITA, MARACAY EDO ARAGUA;MARACAY;;T;25
0;000092;J302332508;TECHOMAC METROPOLITANO,C.A;02432691180;Sin Correo;AV.INTERCOMUNAL AL LADO DE VENTA DE CARRO TURMERO EDO.ARAGUA;TURMERO;;F;25
0;000093;V12123403;EDUARDO GARCIA;0414-4922122;Sin Correo;AV. N.5 QUINTA N.12 URB. SAN PABLO TURMERO;TURMERO;;F;21
1;000097;J305553017;TRANSPORTE ZURIMA S.R.L.;0244-3221175;Sin Correo;CARRET.PANAMERICANA SECTOR SABANETA NÐ135 EL COONSEJO EDO AR;EL CONSEJO;0008;F;7
0;000099;V2516573;VICENTE MENDOZA;0;Sin Correo;C/ARICHUNA N.16 SOROCAIMA 1 EDO. ARAGUA MARACAY;MARACAY;;F;21
1;002145;J306348026;INVERSIONES QUINTERO ANDRADE, C.A.;0416-4450303;Sin Correo;AV.JOSE ANTONIO PAEZ 4TA ETAPA LOC.66-A URB.CDAD.ALIANZA GUA;GUACARA;;F;20
0;000100;V4279510;JESUS PAREJO;0412-3463652;Sin Correo;EL MACARO SAMAN TARASONERO C/10 CASA 10;;;F;21
0;000101;V8683998;YOLAIDA CABELLO;0;Sin Correo;SECT LA MEREDO C/BRISAS DE GUACA PARC9, GUACAMAYA;;;F;21
1;000103;J295353146;AUTO SERVICIOS EL VALLE C.A;0414-9352474;Sin Correo;AV/ MARACAIBO C/C PARAMACONI S/N MARACAY EDO ARAGUA;EL LIMON;0001;T;29
0;000104;22342813;JOSE BOSQUE;0412-3463764;Sin Correo;C/ANIVAL HERNANDEZ CASA N.26 CASA DE PIEDRA SAN JUAQUIN;;;F;21
0;000105;J307442069;FONDO DE INVERSIONES DE UNIDADES;0;Sin Correo;PAYA EL CAMBUR TURMERO,EDO.ARAGUA;TURMERO;;F;21
1;000106;J297057412;LUBRI PARTES SHOPPING CARS C.A.;0212-8998576;Sin Correo;VIA PPAL.LAGUNETICA KM6 LOCAL Nß6,LAGUNETICA EDO.MIRANDA;LAGUNETICA;2000;F;7
0;000107;J000008914;ALUMINIO DE VENEZUELA C.A.;0212-9516533;Sin Correo;AV. VENEZUELA TORRE CLEMENT PISO 4 EL ROSAL CARACAS;CARACAS;;F;3
0;000108;J302284104;MG TRANSPORTE,C.A;0241-8717634;Sin Correo;C/99 N.66-161 URB. INDUSTRIAL CASTILLITO DETRAS DE BIG LOW;;;F;24
0;000109;J307700572;AMERICAN MILLS C.A.;0414-4558218;Sin Correo;URB. INDUSTRIAL TEXTIL NORTE TINAQUILLO ESTADO COJEDES;TINAQUILLO;;F;21
0;000110;J316299430;REPRESENTACIONES CATE C.A.;0414-4986642;Sin Correo;VIA VIGIRIMA SECTOR EL TOCO, PIEDRA PINTADA EDIF 1 L1;;;F;24
0;000111;J300101711;E/S LA INDUSTRIAL,C.A;0243-5536553;Sin Correo;AV.ANTON PHILLIPS ZONA INDUSTRIAL SAN VICENTE MARACAY;MARACAY;0002;F;22
0;000112;J723742030;E/S LOS CEDROS;0;Sin Correo;AV.LOS CEDROS C/CALLE MARI•O MARACAY EDO.ARAGUA;MARACAY;;F;21
0;000113;V8729935;WILLIAM MIJARES;0414-4637084;Sin Correo;C/CAMILO TORRES CASA N.4 TURMERO EDO.ARAGUA;TURMERO;;F;21
0;000115;J298203170;AUTO REPUESTOS SORENTO, C.A.;0412-8953336;Sin Correo;AV.BOLIVAR OESTE EDIF.GUEY II LOCAL B LA ROMANA MARACAY.;MARACAY;001;F;29
2;000116;J306243429;MULTISERVICIOS SUPER KIN KON,C.A;0;jth.valladares@gmail.com;AUTOPISTA CAMPO CARABOBO VIA TOCUYITO URB.POCATERRA CASA 1;TOCUYITO;;F;8
0;000117;J406057070;INVERSIONES EL MANGUITO, C.A;04125373841;Sin Correo;CALLE PIAR CASA Nº3 LOCAL 1 URB COLINAS DE SANTA CRUZ PTO CA;PTO.CABELLO;;F;9
0;000118;J302700280;DISTRIBUIDORA GLOMAR, C.A.;02432173410;Sin Correo;AV DR MONTOYA CC DIGA CENTER, LA MORITA EDO. ARAGUA;;;F;25
0;000119;J030405028;COMERCIALIZADORA E INVERSIONES YyV;0258-4338538;Sin Correo;AV.ROMULO GALLEGOS SECT.CRUCE DE VIAS LAS VEGAS CASA N.49-3;;;F;41
1;000120;J314237080;FALEX - CHUY,C.A;025-8083699;Sin Correo;AV.CIRCUNBALACION SECT.PASO DE LAS NEGRAS SAN CARLOS EDO.COJ;SAN CARLOS;;F;41
0;000121;J023457446;AUTO LAVADO HERMANOS LANDAETA;0258-4338625;Sin Correo;AV.JOSE LAURENCIO SILVA PARC.P308 SAN CARLOS EDO.COJEDES;SAN CARLOS;;F;41
1;000122;V109873590;FRANCISCO GUILLERMO (INVERSIONES GUILLERMO, F.P);0414-7768136;Sin Correo;AV.JOSE LAURENCIO SILVA C/C MANRIQUE CRUCE DE VIAS SAN CARLO;SAN CARLOS;;F;41
0;000123;J305679762;ASFALTO Y AGREGADOS C.A.;0414-4778584;Sin Correo;ZONA INDUSTRIAL GUERE C/4 PARCELA Nß53 TURMERO;TURMERO;;F;21
1;000124;J293956030;TIRE SOLUTIONS, C.A.;02418263488;Sin Correo;CALLE C/C 139 Y AV.104 CON FTE.A AMBAS Nß104-6 URB.EL VI•EDO;VALENCIA;;T;9
0;000125;J222873572;MULTISERVICIOS GHAMAN F.P;0414-3441840;Sin Correo;C/LOS PROCERES CASA N.26 BARRIO 19 DE ABRIL LADO MARMOLERIA;;;F;25
0;000126;J313068136;TRANSPORTE RADI,C.A;6631689/04143475372;Sin Correo;C/5 C/C 4 PARC.INDTL. GURE TURMERO;TURMERO;;F;21
0;000127;V3129765;NESTOR VALENTINES;0;Sin Correo;C/PAEZ N.63 SAN JUAQUIN DE TURMERO;TURMERO;;F;21
0;000128;V18739199;OSCAR HERNANDEZ;0424-1349012;Sin Correo;LOS TEQUES ESTADO MIRANDA.;LOS TEQUES;;F;7
0;000129;J309600648;INVERSIONES TIO JUAN,C.A;0414-5983955;Sin Correo;AV.INTERCOMUNAL TURMERO SECT.LA PROVIDENCIA PARC.11;TURMERO;;F;21
0;000130;V17248871;JUAN CEDENO;04126139955;Sin Correo;Urb Rancho Gde C/34 N4A-13 Fte a la Plaza Coromoto Pto Cabel;;;F;9
0;000131;J310572445;AUTO ACCESORIOS DANIEL C.A.;0;Sin Correo;AV UNIVERSIDAD Nß 79 DIAGONAL A LA FERRET EL EQUIPO EL LIMON;;;F;29
0;000132;J075837568;FERRETERIA MEREGOTO;0244-4474686;Sin Correo;Calle Providencia C/C Hugo Olivros N104-77-20 cagua;;;F;6
1;000133;J311060014;AUTO ACCESORIOS EL VALLE C.A.;0243-2461216;Sin Correo;AV. MBO C/AV AYACUCHO L/NRO S/N SEC. LA DEMOCRACIA MARACAY;EL LIMON;0001;T;29
0;000134;J002812559;EKA CHEMICALS DE VENEZUELA, C.A.;0243-2622211;Sin Correo;A.V N3 ZONA IND. STA CRUZ DE ARAGUA;MARACAY;;F;23
0;000135;J201459430;ELECTROAUTO EL PRIMO, C.A.;04124590715;Sin Correo;Av Ppal del Palito Autopista Pto Cabello, 20 mts Licores Fat;;;F;9
1;000136;J310928797;AUTO ACCESORIOS JOMEL, C.A;0412-4355851;Sin Correo;C/ HUGO OLIVEROS EDIF.NUESTROS SUENOS LOCAL 2,3;CAGUA;0005;F;6
0;000137;V8885592;JUAQUIN FERREIRA;0;Sin Correo;BARRIO LAS AMERICAS 3RA C/CASA N.16 STA RITA;;;F;21
1;000138;J405655623;INVERSIONES JESUS R, C.A.;04144825447;Sin Correo;AV PRINCIPAL CASA Nº 01 URB CUMBOTO II PUERTO CABELLO CARABO;PTO.CABELLO;;F;9
0;000139;V9668433;MIGUEL PEREZ;0;Sin Correo;SOROCAIMA 2 C/ANZUATEGUI CASA N.41 ARRIBA DE LA LICORERIA;;;F;21
0;000140;V5594400;SABINO URBINA;04123463749;Sin Correo;URB BELLA CAGUA C/R OCTUBRE 02-20, CAGUA EDO ARAGUA;CAGUA;;F;21
0;000141;J001294350;GHELLA S.P.A SUCSAL.  VENEZUELA;02464007030;Sin Correo;A.V BLANDIN LA CASTELLANA C. SAN INGNACIO T/COPERN.D.F VENZ.;;;F;23
0;000143;J314215612;TRANSPORTE DON GABINO C.A.;0244-4170874;Sin Correo;CALLE COLON N12-2 GANADERIA GUAYABITA TURMERO;TURMERO;;F;21
0;000144;J141859249;AUTO REPUESTOS FABIAN ALBERTO;0414-5406191;Sin Correo;C/NACIONAL TINAQUILLO SECTOR TAGUANES AL LADO DE LA ALCABALA;TINAQUILLO;;F;41
0;000145;J300449769;AUTO FIAT SHOP C.A.;0244-3955841;Sin Correo;CALLE MARI•O, FRENTE A MAVECA, CAGUA EDO. ARAGUA;CAGUA;;F;6
0;000146;V096629970;JULIA GOYO;0243-2422670;Sin Correo;AV. PPAL LA PEDRERA COLINAS DE CAMBURITO Nß365;;;F;2
0;000147;J306445129;MULTISERVICIOS P Y B AUTOMOTRIZ C.A.;02446633154;Sin Correo;CALLE URDANETA N66 LOCAL N3 TURMERO EDO ARAGUA;TURMERO;;F;21
0;000148;V123620867;LORETO HERRADEZ,ANGEL J(MULTISV.LIDER;0246-4328552;Sin Correo;A.V FERMIN TORO C/C LA AMISTAD SECT. 1ero de MAYO N58.;;;F;23
1;000149;J294549837;TRANSPORTE MEDITERRANEO C.A.;04144527086;Sin Correo;URB LOS OVEROS SECTOR A CALLE 3 N05-27, TURMERO EDO ARAGUA;TURMERO;;F;21
0;000150;V11085653;JOSE MANUEL ABREU;0;Sin Correo;BARRIO 19 DE ABRIL C/N5 SOROCAIMA;;;F;21
0;000151;V7269824;SERGIO ONTIDERO;0412-3463746;Sin Correo;C/HENRRY PITIER SAN JUAN DE TURMERO EDO. ARAGUA;TURMERO;;F;21
0;000152;J102472060;INVERSION LUBRIOSMI;0;Sin Correo;Av la Paz Diagonal a la panaderia Lucy pana N38, Pto Cabello;;;F;9
0;000153;V015984046;CAUCHERA N.J. RIOS;0242-3721939;Sin Correo;AV FALCON SECTOR EL JABILLO, MORON EDO CARABOBO;MORON;;F;24
0;000154;J312201622;AUTO LAVADO ESTEBANDIDO;0;Sin Correo;AV MIRANDA, MARACAY EDO ARAGUA;MARACAY;0001;F;29
0;000155;J301126416;TRANSPORTE Y SERVICIOS DE CARGA HERSAN;0242-3642865;Sin Correo;C/LA FLECHA ENTRE AV.ANDRES ELOY BLANCO Y LOPEZ PTO CABELLO;PTO.CABELLO;;F;24
0;000156;V14430918;NELSON FRANCO;0;Sin Correo;C/PPAL CASA N.5 CHUAO VIA CHORONI MARACAY EDO. ARAGUA;MARACAY;;F;21
1;000157;V10788367;JULIO GOMEZ;0;Sin Correo;ZONA INDUSTRILA LAS VEGAS CAGUA;CAGUA;;F;21
0;000159;J302131421;TRANSPORTE LEO 1;0414-4997546;Sin Correo;AV.PPAL SABANETA SUR MIRANDA EDO. CARABOBO;;;F;24
0;000160;V7239722;HERNANDEZ JULIO;0414-1490822;Sin Correo;C/CAMPO ELIA N.07A TURMERO EDO. ARAGUA;TURMERO;;F;21
0;000161;J311637575;AUTO LAVADO LA BALLENA AZUL;0243-2695898;Sin Correo;C.C DIGA CENTER. ESTACIONAMIENTO;MARACAY;;T;25
0;000162;J310346380;AC SISTEMAS DE PROTECCION DIGITAL;0243-2834176;Sin Correo;URB.LOS RAUSEOS C/CONCORDIA N.6 EL LIMON MARACAY;MARACAY;;F;21
0;000163;V10754099;FREDDY MARQUEZ;0;Sin Correo;FRENTE AL COMANDO DE LA POLICIA SAMAN DE GUERE GALPON 5;;;F;21
1;000164;J407800019;LUBRICANTES EL TROMPO J.G., C.A.;0258-5814519;Sin Correo;AV.CIRCUNVALACION CASA Nº01 SECTOR PASO DE LAS NEGRAS SAN CA;SAN CARLOS;;F;41
